name,module,category,time,timedAction,tags,skillRequired,xpAward,needToBeLearn,autoLearnAll,autoLearnAny,allowBatchCraft,metaRecipe,onCreate,tooltip,inputTypes,inputTags,inputFluids,inputCount,outputTypes,itemMappers,fluidIO,split,datasetTypes,foodItemTypes,deltaCalories,deltaCarbohydrates,deltaLipids,deltaProteins,deltaHungerChange,deltaThirstChange,deltaAbsentMacros,deltaReason,inputsRaw,outputsRaw,sourceFile,sourceLine
SmashStagSkull,Base,Miscellaneous,300,HammerBoneStanding,AnySurfaceCraft;Survivalist;CanBeDoneInDark,Strength:2,,false,,,,,,,Base.DeerStag_Skull,base:clubhammer;base:hammer;base:hammerstone;base:sledgehammer,,2,Base.Antlers_Wall;Base.HerbivoreTeeth;Base.SmallAnimalBone,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.DeerStag_Skull] flags[Prop2] ; not-in-dataset: item 2 Base.SmallAnimalBone ; not-in-dataset: item 2 Base.HerbivoreTeeth ; not-in-dataset: item 1 Base.Antlers_Wall,item 1 tags[base:hammer;base:sledgehammer;base:clubhammer;base:hammerstone] mode:keep flags[Prop1;MayDegradeLight] | item 1 [Base.DeerStag_Skull] flags[Prop2],item 2 Base.SmallAnimalBone | item 2 Base.HerbivoreTeeth | item 1 Base.Antlers_Wall,recipes/recipes_bone.txt,414
SmashWatermelon,Base,Cooking,50,CrushWatermelon,AnySurfaceCraft;Cooking;CanBeDoneInDark,,,,,,,,,,Base.Watermelon,base:hammer;base:sledgehammer,,2,Base.WatermelonSmashed,,false,false,Base.Watermelon;Base.WatermelonSmashed,Base.Watermelon;Base.WatermelonSmashed,0.0,-0.11,-0.03,-0.01,0.0,15.0,,,item 1 tags[base:hammer;base:sledgehammer] mode:keep flags[MayDegradeVeryLight;Prop1] | item 1 [Base.Watermelon] flags[AllowRottenItem;Prop2;InheritFoodAge;ItemCount],item 5 Base.WatermelonSmashed,recipes/recipes_cooking.txt,175
SmeltCopperOre,Base,Blacksmithing,200,,PrimitiveFurnace,,,,,,,,,,Base.CopperOre,base:charcoal,,2,Base.CopperScrap,,false,false,,,,,,,,,,tags-only: item 4 tags[base:charcoal] ; not-in-dataset: item 1 [Base.CopperOre] ; not-in-dataset: item 10 Base.CopperScrap,item 4 tags[base:charcoal] | item 1 [Base.CopperOre],item 10 Base.CopperScrap,entities/blacksmith/craftRecipes/recipes_blacksmith_furnaces_i.txt,19
SmeltLargeIronItem,Base,Blacksmithing,200,,Furnace,,,,,,,,RecipeCodeOnCreate.smeltIronOrSteelLarge,,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron,base:charcoal;base:crudetongs;base:smeltableironlarge;base:tongs,,4,Base.CeramicCrucibleSmall_Iron,SmeltMapper,false,false,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron,Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron,,,,,,,,multi-type: item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Iron;Base.CeramicCrucibleSmall_Iron] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] ; tags-only: item 4 tags[base:charcoal] ; tags-only: item 1 tags[base:smeltableironlarge] mode:destroy flags[ItemCount;AllowDestroyedItem] ; no-nutrition: item 1 mapper:SmeltMapper,item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Iron;Base.CeramicCrucibleSmall_Iron] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] | item 1 tags[base:crudetongs;base:tongs] mode:keep flags[MayDegradeLight] | item 4 tags[base:charcoal] | item 1 tags[base:smeltableironlarge] mode:destroy flags[ItemCount;AllowDestroyedItem],item 1 mapper:SmeltMapper,entities/blacksmith/craftRecipes/recipes_blacksmith_furnaces_i.txt,333
SmeltLargeSteelItem,Base,Blacksmithing,200,,Furnace,,,,,,,,RecipeCodeOnCreate.smeltIronOrSteelLarge,,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel,base:charcoal;base:crudetongs;base:smeltablesteellarge;base:tongs,,4,Base.CeramicCrucibleSmall_Steel,SmeltMapper,false,false,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel,Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel,,,,,,,,multi-type: item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Steel;Base.CeramicCrucibleSmall_Steel] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] ; tags-only: item 4 tags[base:charcoal] ; tags-only: item 1 tags[base:smeltablesteellarge] mode:destroy flags[ItemCount;AllowDestroyedItem] ; no-nutrition: item 1 mapper:SmeltMapper,item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Steel;Base.CeramicCrucibleSmall_Steel] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] | item 1 tags[base:crudetongs;base:tongs] mode:keep flags[MayDegradeLight] | item 4 tags[base:charcoal] | item 1 tags[base:smeltablesteellarge] mode:destroy flags[ItemCount;AllowDestroyedItem],item 1 mapper:SmeltMapper,entities/blacksmith/craftRecipes/recipes_blacksmith_furnaces_i.txt,519
SmeltMediumIronItem,Base,Blacksmithing,200,,Furnace,,,,,,,,RecipeCodeOnCreate.smeltIronOrSteelMedium,,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron,base:charcoal;base:crudetongs;base:smeltableironmedium;base:tongs,,4,Base.CeramicCrucibleSmall_Iron,SmeltMapper,false,false,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron,Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron,,,,,,,,multi-type: item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Iron;Base.CeramicCrucibleSmall_Iron] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] ; tags-only: item 2 tags[base:charcoal] ; tags-only: item 1 tags[base:smeltableironmedium] mode:destroy flags[ItemCount;AllowDestroyedItem] ; no-nutrition: item 1 mapper:SmeltMapper,item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Iron;Base.CeramicCrucibleSmall_Iron] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] | item 1 tags[base:crudetongs;base:tongs] mode:keep flags[MayDegradeLight] | item 2 tags[base:charcoal] | item 1 tags[base:smeltableironmedium] mode:destroy flags[ItemCount;AllowDestroyedItem],item 1 mapper:SmeltMapper,entities/blacksmith/craftRecipes/recipes_blacksmith_furnaces_i.txt,358
SmeltMediumPlusIronItem,Base,Blacksmithing,200,,Furnace,,,,,,,,RecipeCodeOnCreate.smeltIronOrSteelMediumPlus,,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron,base:charcoal;base:crudetongs;base:smeltableironmediumplus;base:tongs,,4,Base.CeramicCrucibleSmall_Iron,SmeltMapper,false,false,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron,Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron,,,,,,,,multi-type: item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Iron;Base.CeramicCrucibleSmall_Iron] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] ; tags-only: item 2 tags[base:charcoal] ; tags-only: item 1 tags[base:smeltableironmediumplus] mode:destroy flags[ItemCount;AllowDestroyedItem] ; no-nutrition: item 1 mapper:SmeltMapper,item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Iron;Base.CeramicCrucibleSmall_Iron] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] | item 1 tags[base:crudetongs;base:tongs] mode:keep flags[MayDegradeLight] | item 2 tags[base:charcoal] | item 1 tags[base:smeltableironmediumplus] mode:destroy flags[ItemCount;AllowDestroyedItem],item 1 mapper:SmeltMapper,entities/blacksmith/craftRecipes/recipes_blacksmith_furnaces_i.txt,383
SmeltMediumPlusSteelItem,Base,Blacksmithing,200,,AdvancedFurnace,,,,,,,,RecipeCodeOnCreate.smeltIronOrSteelMediumPlus,,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel,base:charcoal;base:crudetongs;base:smeltablesteelmediumplus;base:tongs,,4,Base.CeramicCrucibleSmall_Steel,SmeltMapper,false,false,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel,Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel,,,,,,,,multi-type: item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Steel;Base.CeramicCrucibleSmall_Steel] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] ; tags-only: item 2 tags[base:charcoal] ; tags-only: item 1 tags[base:smeltablesteelmediumplus] mode:destroy flags[ItemCount;AllowDestroyedItem] ; no-nutrition: item 1 mapper:SmeltMapper,item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Steel;Base.CeramicCrucibleSmall_Steel] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] | item 1 tags[base:crudetongs;base:tongs] mode:keep flags[MayDegradeLight] | item 2 tags[base:charcoal] | item 1 tags[base:smeltablesteelmediumplus] mode:destroy flags[ItemCount;AllowDestroyedItem],item 1 mapper:SmeltMapper,entities/blacksmith/craftRecipes/recipes_blacksmith_furnaces_i.txt,569
SmeltMediumSteelItem,Base,Blacksmithing,200,,AdvancedFurnace,,,,,,,,RecipeCodeOnCreate.smeltIronOrSteelMedium,,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel,base:charcoal;base:crudetongs;base:smeltablesteelmedium;base:tongs,,4,Base.CeramicCrucibleSmall_Steel,SmeltMapper,false,false,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel,Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel,,,,,,,,multi-type: item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Steel;Base.CeramicCrucibleSmall_Steel] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] ; tags-only: item 2 tags[base:charcoal] ; tags-only: item 1 tags[base:smeltablesteelmedium] mode:destroy flags[ItemCount;AllowDestroyedItem] ; no-nutrition: item 1 mapper:SmeltMapper,item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Steel;Base.CeramicCrucibleSmall_Steel] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] | item 1 tags[base:crudetongs;base:tongs] mode:keep flags[MayDegradeLight] | item 2 tags[base:charcoal] | item 1 tags[base:smeltablesteelmedium] mode:destroy flags[ItemCount;AllowDestroyedItem],item 1 mapper:SmeltMapper,entities/blacksmith/craftRecipes/recipes_blacksmith_furnaces_i.txt,544
SmeltSmallIronItem,Base,Blacksmithing,200,,Furnace,,,,,,,,RecipeCodeOnCreate.smeltIronOrSteelSmall,,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron,base:charcoal;base:crudetongs;base:smeltableironsmall;base:tongs,,4,Base.CeramicCrucibleSmall_Iron,SmeltMapper,false,false,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron,Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron,,,,,,,,multi-type: item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Iron;Base.CeramicCrucibleSmall_Iron] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] ; tags-only: item 1 tags[base:charcoal] ; tags-only: item 1 tags[base:smeltableironsmall] mode:destroy flags[ItemCount;AllowDestroyedItem] ; no-nutrition: item 1 mapper:SmeltMapper,item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Iron;Base.CeramicCrucibleSmall_Iron] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] | item 1 tags[base:crudetongs;base:tongs] mode:keep flags[MayDegradeLight] | item 1 tags[base:charcoal] | item 1 tags[base:smeltableironsmall] mode:destroy flags[ItemCount;AllowDestroyedItem],item 1 mapper:SmeltMapper,entities/blacksmith/craftRecipes/recipes_blacksmith_furnaces_i.txt,408
SmeltSmallSteelItem,Base,Blacksmithing,200,,AdvancedFurnace,,,,,,,,RecipeCodeOnCreate.smeltIronOrSteelSmall,,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel,base:charcoal;base:crudetongs;base:smeltablesteelsmall;base:tongs,,4,Base.CeramicCrucibleSmall_Steel,SmeltMapper,false,false,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel,Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel,,,,,,,,multi-type: item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Steel;Base.CeramicCrucibleSmall_Steel] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] ; tags-only: item 1 tags[base:charcoal] ; tags-only: item 1 tags[base:smeltablesteelsmall] mode:destroy flags[ItemCount;AllowDestroyedItem] ; no-nutrition: item 1 mapper:SmeltMapper,item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Steel;Base.CeramicCrucibleSmall_Steel] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] | item 1 tags[base:crudetongs;base:tongs] mode:keep flags[MayDegradeLight] | item 1 tags[base:charcoal] | item 1 tags[base:smeltablesteelsmall] mode:destroy flags[ItemCount;AllowDestroyedItem],item 1 mapper:SmeltMapper,entities/blacksmith/craftRecipes/recipes_blacksmith_furnaces_i.txt,594
SmeltSmallerIronItem,Base,Blacksmithing,200,,Furnace,,,,,,,,RecipeCodeOnCreate.smeltIronOrSteelSmall,,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron;Base.FishingHook_Forged;Base.ForkForged;Base.IronPiece;Base.Nails;Base.Needle_Forged;Base.SpoonForged,base:charcoal;base:crudetongs;base:tongs,,4,Base.CeramicCrucibleSmall_Iron,SmeltMapper,false,false,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron,Base.CeramicCrucibleSmall_Iron;Base.CeramicCrucible_Iron,,,,,,,,multi-type: item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Iron;Base.CeramicCrucibleSmall_Iron] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] ; tags-only: item 1 tags[base:charcoal] ; multi-type: item 10 [Base.FishingHook_Forged;2:Base.ForkForged;5:Base.IronPiece;Base.Nails;50:Base.Needle_Forged;2:Base.SpoonForged] mode:destroy flags[ItemCount;AllowDestroyedItem;IsExclusive] ; no-nutrition: item 1 mapper:SmeltMapper,item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Iron;Base.CeramicCrucibleSmall_Iron] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] | item 1 tags[base:crudetongs;base:tongs] mode:keep flags[MayDegradeLight] | item 1 tags[base:charcoal] | item 10 [Base.FishingHook_Forged;2:Base.ForkForged;5:Base.IronPiece;Base.Nails;50:Base.Needle_Forged;2:Base.SpoonForged] mode:destroy flags[ItemCount;AllowDestroyedItem;IsExclusive],item 1 mapper:SmeltMapper,entities/blacksmith/craftRecipes/recipes_blacksmith_furnaces_i.txt,433
SmeltSmallerSteelItem,Base,Blacksmithing,200,,AdvancedFurnace,,,,,,,,RecipeCodeOnCreate.smeltIronOrSteelSmall,,Base.ButterKnife;Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel;Base.FishingHook;Base.Fork;Base.Needle;Base.Screws;Base.Spoon;Base.SteelPiece;Base.TinCanEmpty,base:charcoal;base:crudetongs;base:tongs,,4,Base.CeramicCrucibleSmall_Steel,SmeltMapper,false,false,Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel;Base.TinCanEmpty,Base.CeramicCrucibleSmall_Steel;Base.CeramicCrucible_Steel,,,,,,,,multi-type: item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Steel;Base.CeramicCrucibleSmall_Steel] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] ; tags-only: item 1 tags[base:charcoal] ; multi-type: item 10 [Base.FishingHook;2:Base.Fork;5:Base.SteelPiece;Base.Screws;50:Base.Needle;2:Base.Spoon;2:Base.ButterKnife;Base.TinCanEmpty] mode:destroy flags[ItemCount;AllowDestroyedItem;IsExclusive] ; no-nutrition: item 1 mapper:SmeltMapper,item 1 [Base.CeramicCrucible;Base.CeramicCrucibleSmall;Base.CeramicCrucible_Steel;Base.CeramicCrucibleSmall_Steel] mode:destroy flags[NotFull;ItemCount] mappers[SmeltMapper] | item 1 tags[base:crudetongs;base:tongs] mode:keep flags[MayDegradeLight] | item 1 tags[base:charcoal] | item 10 [Base.FishingHook;2:Base.Fork;5:Base.SteelPiece;Base.Screws;50:Base.Needle;2:Base.Spoon;2:Base.ButterKnife;Base.TinCanEmpty] mode:destroy flags[ItemCount;AllowDestroyedItem;IsExclusive],item 1 mapper:SmeltMapper,entities/blacksmith/craftRecipes/recipes_blacksmith_furnaces_i.txt,458
SpikeArmorWelding,Base,Metalworking,300,Welding_Surface,AnySurfaceCraft,MetalWelding:5,MetalWelding:10,true,,MetalWelding:8,,,,,Base.BlowTorch;Base.GreaveScrap_Left;Base.GreaveScrap_Right;Base.Greave_Left;Base.Greave_Right;Base.Nails;Base.ShinKneeGuard_L_Metal;Base.ShinKneeGuard_R_Metal;Base.Shoulderpad_Articulated_L_Metal;Base.Shoulderpad_Articulated_R_Metal;Base.Shoulderpad_MetalScrap_L;Base.Shoulderpad_MetalScrap_R;Base.Shoulderpad_Metal_L;Base.Shoulderpad_Metal_R;Base.ThighMetal_L;Base.ThighMetal_R;Base.ThighScrapMetal_L;Base.ThighScrapMetal_R;Base.VambraceScrap_Left;Base.VambraceScrap_Right;Base.Vambrace_Left;Base.Vambrace_Right,base:weldingmask,,4,Base.GreaveSpikeScrap_Left;Base.GreaveSpikeScrap_Right;Base.GreaveSpike_Left;Base.GreaveSpike_Right;Base.ShinKneeGuardSpike_L_Metal;Base.ShinKneeGuardSpike_R_Metal;Base.Shoulderpad_ArticulatedSpike_L;Base.Shoulderpad_ArticulatedSpike_R;Base.Shoulderpad_MetalSpikeScrap_L;Base.Shoulderpad_MetalSpikeScrap_R;Base.Shoulderpad_MetalSpike_L;Base.Shoulderpad_MetalSpike_R;Base.ThighMetalSpike_L;Base.ThighMetalSpike_R;Base.ThighScrapMetalSpike_L;Base.ThighScrapMetalSpike_R;Base.VambraceSpikeScrap_Left;Base.VambraceSpikeScrap_Right;Base.VambraceSpike_Left;Base.VambraceSpike_Right,armorMapper,false,false,Base.BlowTorch,Base.BlowTorch,,,,,,,,multi-type: item 1 [Base.ThighScrapMetal_L;Base.ThighScrapMetal_R;Base.GreaveScrap_Left;Base.GreaveScrap_Right;Base.VambraceScrap_Left;Base.VambraceScrap_Right;Base.Shoulderpad_MetalScrap_L;Base.Shoulderpad_MetalScrap_R;Base.ThighMetal_L;Base.ThighMetal_R;Base.Greave_Left;Base.Greave_Right;Base.Vambrace_Left;Base.Vambrace_Right;Base.Shoulderpad_Metal_L;Base.Shoulderpad_Metal_R;Base.Shoulderpad_Articulated_L_Metal;Base.Shoulderpad_Articulated_R_Metal;Base.ShinKneeGuard_L_Metal;Base.ShinKneeGuard_R_Metal] mappers[armorMapper] flags[Prop2;CopyClothing] ; no-nutrition: item 2 [Base.BlowTorch] ; not-in-dataset: item 3 [Base.Nails] ; multi-type: item 1 mapper:armorMapper,item 1 [Base.ThighScrapMetal_L;Base.ThighScrapMetal_R;Base.GreaveScrap_Left;Base.GreaveScrap_Right;Base.VambraceScrap_Left;Base.VambraceScrap_Right;Base.Shoulderpad_MetalScrap_L;Base.Shoulderpad_MetalScrap_R;Base.ThighMetal_L;Base.ThighMetal_R;Base.Greave_Left;Base.Greave_Right;Base.Vambrace_Left;Base.Vambrace_Right;Base.Shoulderpad_Metal_L;Base.Shoulderpad_Metal_R;Base.Shoulderpad_Articulated_L_Metal;Base.Shoulderpad_Articulated_R_Metal;Base.ShinKneeGuard_L_Metal;Base.ShinKneeGuard_R_Metal] mappers[armorMapper] flags[Prop2;CopyClothing] | item 2 [Base.BlowTorch] | item 1 tags[base:weldingmask] mode:keep | item 3 [Base.Nails],item 1 mapper:armorMapper,recipes/recipes_metalWelding_Armor.txt,246
SpikePadding,Base,Tailoring,300,MakingHammer_Surface,AnySurfaceCraft,Tailoring:5;Maintenance:1,Tailoring:45;Maintenance:10,true,Tailoring:7;Maintenance:2,,,,,,Base.Nails;Base.ShinKneeGuard_L;Base.ShinKneeGuard_L_Baseball;Base.ShinKneeGuard_L_IceHockey;Base.ShinKneeGuard_L_Protective;Base.ShinKneeGuard_R;Base.ShinKneeGuard_R_Baseball;Base.ShinKneeGuard_R_IceHockey;Base.ShinKneeGuard_R_Protective;Base.Shoulderpad_Football_L;Base.Shoulderpad_Football_R;Base.Vambrace_Leather_Left;Base.Vambrace_Leather_Right,base:awl;base:hammer;base:heavythread;base:leathercrudetannedsmall;base:scissors;base:sewingneedle;base:sharpknife,,8,Base.ShinKneeGuardSpike_L;Base.ShinKneeGuardSpike_L_Baseball;Base.ShinKneeGuardSpike_L_IceHockey;Base.ShinKneeGuardSpike_L_Protective;Base.ShinKneeGuardSpike_R;Base.ShinKneeGuardSpike_R_Baseball;Base.ShinKneeGuardSpike_R_IceHockey;Base.ShinKneeGuardSpike_R_Protective;Base.Shoulderpad_Football_Spiked_L;Base.Shoulderpad_Football_Spiked_R;Base.Vambrace_LeatherSpike_Left;Base.Vambrace_LeatherSpike_Right,armorMapper,false,false,,,,,,,,,,multi-type: item 1 [Base.Shoulderpad_Football_L;Base.Shoulderpad_Football_R;Base.ShinKneeGuard_R;Base.ShinKneeGuard_R_Baseball;Base.ShinKneeGuard_R_IceHockey;Base.ShinKneeGuard_R_Protective;Base.ShinKneeGuard_L;Base.ShinKneeGuard_L_Baseball;Base.ShinKneeGuard_L_IceHockey;Base.ShinKneeGuard_L_Protective;Base.Vambrace_Leather_Right;Base.Vambrace_Leather_Left] mappers[armorMapper] flags[Prop2;CopyClothing] ; tags-only: item 1 tags[base:leathercrudetannedsmall] ; tags-only: item 2 tags[base:heavythread] ; not-in-dataset: item 3 [Base.Nails] ; multi-type: item 1 mapper:armorMapper,item 1 [Base.Shoulderpad_Football_L;Base.Shoulderpad_Football_R;Base.ShinKneeGuard_R;Base.ShinKneeGuard_R_Baseball;Base.ShinKneeGuard_R_IceHockey;Base.ShinKneeGuard_R_Protective;Base.ShinKneeGuard_L;Base.ShinKneeGuard_L_Baseball;Base.ShinKneeGuard_L_IceHockey;Base.ShinKneeGuard_L_Protective;Base.Vambrace_Leather_Right;Base.Vambrace_Leather_Left] mappers[armorMapper] flags[Prop2;CopyClothing] | item 1 tags[base:scissors;base:sharpknife] mode:keep flags[MayDegradeLight] | item 1 tags[base:sewingneedle] mode:keep flags[MayDegradeLight] | item 1 tags[base:awl] mode:keep flags[MayDegradeLight] | item 1 tags[base:leathercrudetannedsmall] | item 2 tags[base:heavythread] | item 1 tags[base:hammer] mode:keep flags[Prop1;MayDegradeVeryLight] | item 3 [Base.Nails],item 1 mapper:armorMapper,recipes/recipes_tailoring_armor.txt,391
SpikePaddingLarge,Base,Tailoring,300,MakingHammer_Surface,AnySurfaceCraft,Tailoring:5;Maintenance:1,Tailoring:45;Maintenance:10,true,Tailoring:7;Maintenance:2,,,base:spikepadding,,,Base.Hat_CrashHelmetFULL;Base.Hat_CrashHelmetFULL_Black;Base.Nails;Base.Shoulderpads_Football;Base.Shoulderpads_FootballOnTop,base:awl;base:hammer;base:heavythread;base:leathercrudetannedsmall;base:scissors;base:sewingneedle;base:sharpknife,,8,Base.Hat_CrashHelmetFULL_Black_Spiked;Base.Hat_CrashHelmetFULL_Spiked;Base.Shoulderpads_FootballOnTop_Spiked,armorMapper,false,false,,,,,,,,,,multi-type: item 1 [Base.Hat_CrashHelmetFULL;Base.Hat_CrashHelmetFULL_Black;Base.Shoulderpads_Football;Base.Shoulderpads_FootballOnTop] mappers[armorMapper] flags[Prop2;CopyClothing] ; tags-only: item 2 tags[base:leathercrudetannedsmall] ; tags-only: item 4 tags[base:heavythread] ; not-in-dataset: item 6 [Base.Nails] ; multi-type: item 1 mapper:armorMapper,item 1 [Base.Hat_CrashHelmetFULL;Base.Hat_CrashHelmetFULL_Black;Base.Shoulderpads_Football;Base.Shoulderpads_FootballOnTop] mappers[armorMapper] flags[Prop2;CopyClothing] | item 1 tags[base:scissors;base:sharpknife] mode:keep flags[MayDegradeLight] | item 1 tags[base:sewingneedle] mode:keep flags[MayDegradeLight] | item 1 tags[base:awl] mode:keep flags[MayDegradeLight] | item 2 tags[base:leathercrudetannedsmall] | item 4 tags[base:heavythread] | item 1 tags[base:hammer] mode:keep flags[Prop1;MayDegradeVeryLight] | item 6 [Base.Nails],item 1 mapper:armorMapper,recipes/recipes_tailoring_armor.txt,434
SpinThreadFromFlax,Base,Farming,300,UseSpinningWheel,SpinningWheel,,,,,,,,RecipeCodeOnCreate.setEcruColor,,Base.FlaxHeckled,,,1,Base.Thread,,false,false,Base.Thread,Base.Thread,,,,,,,,not-in-dataset: item 1 [Base.FlaxHeckled] ; no-nutrition: item 1 Base.Thread,item 1 [Base.FlaxHeckled],item 1 Base.Thread,entities/animals/craftRecipes/recipes_spinning_wheel.txt,35
SpinThreadFromWool,Base,Farming,300,UseSpinningWheel,SpinningWheel,,,,,,,,,,Base.WoolRaw,,,1,Base.Thread,,false,false,Base.Thread,Base.Thread,,,,,,,,not-in-dataset: item 1 [Base.WoolRaw] flags[InheritColor] ; no-nutrition: item 1 Base.Thread,item 1 [Base.WoolRaw] flags[InheritColor],item 1 Base.Thread,entities/animals/craftRecipes/recipes_spinning_wheel.txt,3
SpinYarnFromWool,Base,Farming,300,UseSpinningWheel,SpinningWheel,,,,,,,,,,Base.WoolRaw,,,1,Base.Yarn,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.WoolRaw] flags[InheritColor] ; not-in-dataset: item 1 Base.Yarn,item 1 [Base.WoolRaw] flags[InheritColor],item 1 Base.Yarn,entities/animals/craftRecipes/recipes_spinning_wheel.txt,19
